Code,Name,一级行业,二级行业,上市日期
601311.SH,骆驼股份,电力设备及新能源,电源设备,2011/6/2
601615.SH,明阳智能,电力设备及新能源,电源设备,2019/1/23
601619.SH,嘉泽新能,电力设备及新能源,电源设备,2017/7/20
601727.SH,上海电气,电力设备及新能源,电源设备,2008/12/5
601865.SH,福莱特,电力设备及新能源,电源设备,2019/2/15
601908.SH,京运通,电力设备及新能源,电源设备,2011/9/8
601985.SH,中国核电,电力设备及新能源,电源设备,2015/6/10
603105.SH,芯能科技,电力设备及新能源,电源设备,2018/7/9
603218.SH,日月股份,电力设备及新能源,电源设备,2016/12/28
603396.SH,金辰股份,电力设备及新能源,电源设备,2017/10/18
603507.SH,振江股份,电力设备及新能源,电源设备,2017/11/6
603628.SH,清源股份,电力设备及新能源,电源设备,2017/1/12
603806.SH,福斯特,电力设备及新能源,电源设备,2014/9/5
688063.SH,派能科技,电力设备及新能源,电源设备,2020/12/30
688551.SH,科威尔,电力设备及新能源,电源设备,2020/9/10
688599.SH,天合光能,电力设备及新能源,电源设备,2020/6/10
688660.SH,电气风电,电力设备及新能源,电源设备,2021/5/19
000811.SZ,冰轮环境,电力设备及新能源,新能源动力系统,1998/5/28
000969.SZ,安泰科技,电力设备及新能源,新能源动力系统,2000/5/29
002002.SZ,鸿达兴业,电力设备及新能源,新能源动力系统,2004/6/25
002074.SZ,国轩高科,电力设备及新能源,新能源动力系统,2006/10/18
002158.SZ,汉钟精机,电力设备及新能源,新能源动力系统,2007/8/17
002176.SZ,江特电机,电力设备及新能源,新能源动力系统,2007/10/12
002196.SZ,方正电机,电力设备及新能源,新能源动力系统,2007/12/12
002227.SZ,奥特迅,电力设备及新能源,新能源动力系统,2008/5/6
002249.SZ,大洋电机,电力设备及新能源,新能源动力系统,2008/6/19
002340.SZ,格林美,电力设备及新能源,新能源动力系统,2010/1/22
002639.SZ,雪人股份,电力设备及新能源,新能源动力系统,2011/12/5
002733.SZ,雄韬股份,电力设备及新能源,新能源动力系统,2014/12/3
002850.SZ,科达利,电力设备及新能源,新能源动力系统,2017/3/2
300001.SZ,特锐德,电力设备及新能源,新能源动力系统,2009/10/30
300014.SZ,亿纬锂能,电力设备及新能源,新能源动力系统,2009/10/30
300116.SZ,保力新,电力设备及新能源,新能源动力系统,2010/9/2
300435.SZ,中泰股份,电力设备及新能源,新能源动力系统,2015/3/26
300438.SZ,鹏辉能源,电力设备及新能源,新能源动力系统,2015/4/24
300484.SZ,蓝海华腾,电力设备及新能源,新能源动力系统,2016/3/22
300491.SZ,通合科技,电力设备及新能源,新能源动力系统,2015/12/31
300510.SZ,金冠股份,电力设备及新能源,新能源动力系统,2016/5/6
300540.SZ,深冷股份,电力设备及新能源,新能源动力系统,2016/8/23
300626.SZ,华瑞股份,电力设备及新能源,新能源动力系统,2017/3/20
300681.SZ,英搏尔,电力设备及新能源,新能源动力系统,2017/7/25
300693.SZ,盛弘股份,电力设备及新能源,新能源动力系统,2017/8/22
300694.SZ,蠡湖股份,电力设备及新能源,新能源动力系统,2018/10/15
300713.SZ,英可瑞,电力设备及新能源,新能源动力系统,2017/11/1
300745.SZ,欣锐科技,电力设备及新能源,新能源动力系统,2018/5/23
300750.SZ,宁德时代,电力设备及新能源,新能源动力系统,2018/6/11
600218.SH,全柴动力,电力设备及新能源,新能源动力系统,1998/12/3
600273.SH,嘉化能源,电力设备及新能源,新能源动力系统,2003/6/27
600580.SH,卧龙电驱,电力设备及新能源,新能源动力系统,2002/6/6
600711.SH,盛屯矿业,电力设备及新能源,新能源动力系统,1996/5/31
600860.SH,京城股份,电力设备及新能源,新能源动力系统,1994/5/6
600877.SH,电能股份,电力设备及新能源,新能源动力系统,1995/10/13
600884.SH,杉杉股份,电力设备及新能源,新能源动力系统,1996/1/30
601678.SH,滨化股份,电力设备及新能源,新能源动力系统,2010/2/23
603659.SH,璞泰来,电力设备及新能源,新能源动力系统,2017/11/3
603897.SH,长城科技,电力设备及新能源,新能源动力系统,2018/4/10
688005.SH,容百科技,电力设备及新能源,新能源动力系统,2019/7/22
688339.SH,亿华通-U,电力设备及新能源,新能源动力系统,2020/8/10
688345.SH,博力威,电力设备及新能源,新能源动力系统,2021/6/11
688567.SH,孚能科技,电力设备及新能源,新能源动力系统,2020/7/17
688819.SH,天能股份,电力设备及新能源,新能源动力系统,2021/1/18
000670.SZ,*ST盈方,电子,半导体,1996/12/17
002049.SZ,紫光国微,电子,半导体,2005/6/6
002079.SZ,苏州固锝,电子,半导体,2006/11/16
002119.SZ,康强电子,电子,半导体,2007/3/2
002156.SZ,通富微电,电子,半导体,2007/8/16
002180.SZ,纳思达,电子,半导体,2007/11/13
002185.SZ,华天科技,电子,半导体,2007/11/20
002371.SZ,北方华创,电子,半导体,2010/3/16
002409.SZ,雅克科技,电子,半导体,2010/5/25
003026.SZ,中晶科技,电子,半导体,2020/12/18
003043.SZ,华亚智能,电子,半导体,2021/4/6
300046.SZ,台基股份,电子,半导体,2010/1/20
300053.SZ,欧比特,电子,半导体,2010/2/11
300077.SZ,国民技术,电子,半导体,2010/4/30
300139.SZ,晓程科技,电子,半导体,2010/11/12
300223.SZ,北京君正,电子,半导体,2011/5/31
300327.SZ,中颖电子,电子,半导体,2012/6/13
300346.SZ,南大光电,电子,半导体,2012/8/7
300373.SZ,扬杰科技,电子,半导体,2014/1/23
300460.SZ,惠伦晶体,电子,半导体,2015/5/15
300493.SZ,润欣科技,电子,半导体,2015/12/10
300604.SZ,长川科技,电子,半导体,2017/4/17
300613.SZ,富瀚微,电子,半导体,2017/2/20
300623.SZ,捷捷微电,电子,半导体,2017/3/14
300661.SZ,圣邦股份,电子,半导体,2017/6/6
300666.SZ,江丰电子,电子,半导体,2017/6/15
300671.SZ,富满电子,电子,半导体,2017/7/5
300672.SZ,国科微,电子,半导体,2017/7/12
300706.SZ,阿石创,电子,半导体,2017/9/26
300782.SZ,卓胜微,电子,半导体,2019/6/18
300831.SZ,派瑞股份,电子,半导体,2020/5/7
300842.SZ,帝科股份,电子,半导体,2020/6/18
600171.SH,上海贝岭,电子,半导体,1998/9/24
600206.SH,有研新材,电子,半导体,1999/3/19
600360.SH,华微电子,电子,半导体,2001/3/16
600460.SH,士兰微,电子,半导体,2003/3/11
600584.SH,长电科技,电子,半导体,2003/6/3
600667.SH,太极实业,电子,半导体,1993/7/28
603005.SH,晶方科技,电子,半导体,2014/2/10
603068.SH,博通集成,电子,半导体,2019/4/15
603160.SH,汇顶科技,电子,半导体,2016/10/17
603290.SH,斯达半导,电子,半导体,2020/2/4
603501.SH,韦尔股份,电子,半导体,2017/5/4
603738.SH,泰晶科技,电子,半导体,2016/9/28
603893.SH,瑞芯微,电子,半导体,2020/2/7
603986.SH,兆易创新,电子,半导体,2016/8/18
605111.SH,新洁能,电子,半导体,2020/9/28
605358.SH,立昂微,电子,半导体,2020/9/11
688002.SH,睿创微纳,电子,半导体,2019/7/22
688008.SH,澜起科技,电子,半导体,2019/7/22
688012.SH,中微公司,电子,半导体,2019/7/22
688037.SH,芯源微,电子,半导体,2019/12/16
688099.SH,晶晨股份,电子,半导体,2019/8/8
688123.SH,聚辰股份,电子,半导体,2019/12/23
688126.SH,沪硅产业-U,电子,半导体,2020/4/20
688135.SH,利扬芯片,电子,半导体,2020/11/11
688138.SH,清溢光电,电子,半导体,2019/11/20
688200.SH,华峰测控,电子,半导体,2020/2/18
688216.SH,气派科技,电子,半导体,2021/6/23
688233.SH,神工股份,电子,半导体,2020/2/21
688256.SH,寒武纪-U,电子,半导体,2020/7/20
688286.SH,敏芯股份,电子,半导体,2020/8/10
688368.SH,晶丰明源,电子,半导体,2019/10/14
688396.SH,华润微,电子,半导体,2020/2/27
688508.SH,芯朋微,电子,半导体,2020/7/22
688521.SH,芯原股份-U,电子,半导体,2020/8/18
688536.SH,思瑞浦,电子,半导体,2020/9/21
688589.SH,力合微,电子,半导体,2020/7/22
688595.SH,芯海科技,电子,半导体,2020/9/28
688608.SH,恒玄科技,电子,半导体,2020/12/16
688689.SH,银河微电,电子,半导体,2021/1/27
688699.SH,明微电子,电子,半导体,2020/12/18
688981.SH,中芯国际,电子,半导体,2020/7/16
000020.SZ,深华发A,电子,光学光电,1992/4/28
000045.SZ,深纺织A,电子,光学光电,1994/8/15
000050.SZ,深天马A,电子,光学光电,1995/3/15
000100.SZ,TCL科技,电子,光学光电,2004/1/30
000413.SZ,东旭光电,电子,光学光电,1996/9/25
000536.SZ,华映科技,电子,光学光电,1993/11/26
000701.SZ,厦门信达,电子,光学光电,1997/2/26
000725.SZ,京东方A,电子,光学光电,2001/1/12
002005.SZ,ST德豪,电子,光学光电,2004/6/25
002106.SZ,莱宝高科,电子,光学光电,2007/1/12
002236.SZ,大华股份,电子,光学光电,2008/5/20
002387.SZ,维信诺,电子,光学光电,2010/4/13
